Data;MÊS;Código;Produto;Peças Recebidas com Defeito;Lote;Fábrica Origem;Transportadora;Valor unitario;Valor total;Categoria;;
43878;FEV;58880;Produto L;474;BT317;Fábrica Sudeste;Rapidex;12,98;6152,52;TERCEIROS;;
43878;FEV;48128;Produto F;35;BU039;Fábrica Sudeste;Flash;5,4;189;CREMES;;
43878;FEV;44847;Produto P;203;BU021;Fábrica Sudeste;Vai e Vêm;6,74;1368,22;HIDRO;;
43878;FEV;49060;Produto A;276;U022TL;Fábrica Sudeste;Flash;5,72;1578,72;MAKE;;
43878;FEV;65472;Produto U;273;BU017A;Fábrica Nordeste;Vai e Vêm;6,77;1848,21;GIFT;;
43878;FEV;79267;Produto X;92;U020;Fábrica Nordeste;Flash;2,69;247,48;HIDRO;;
43878;FEV;79267;Produto X;485;BU031;Fábrica Sudeste;Gavião;4,6;2231;MAKE;;
43878;FEV;65472;Produto U;374;T329TA;Fábrica Nordeste;Rapidex;5,06;1892,44;CREMES;;
43878;FEV;41460;Produto E;43;U016;Fábrica Nordeste;Del Monte;3,64;156,52;HIDRO;;
43878;FEV;41763;Produto I;337;U013;Fábrica Sudeste;Vai e Vêm;3,64;1226,68;HIDRO;;
43878;FEV;34344;Produto Y;275;U023;Fábrica Sudeste;Flash;2,24;616;MAKE;;
43878;FEV;30581;Produto M;383;U003;Fábrica Sudeste;Flash;3,86;1478,38;GIFT;;
43878;FEV;58880;Produto L;457;U008;Fábrica Nordeste;Rapidex;4,18;1910,26;MAKE;;
43879;FEV;36379;Produto G;348;T325;Fábrica Sudeste;Gavião;7,71;2683,08;CREMES;;
43879;FEV;79267;Produto X;329;t270tl;Fábrica Sudeste;Gavião;5,82;1914,78;GIFT;;
43879;FEV;37166;Produto N;345;T284;Fábrica Nordeste;Flash;7,6;2622;CREMES;;
43879;FEV;48128;Produto F;210;BU037;Fábrica Nordeste;Novo Horizonte;13,33;2799,3;HIDRO;;
43879;FEV;36379;Produto G;291;T360T;Fábrica Sudeste;Novo Horizonte;5,13;1492,83;TERCEIROS;;
43879;FEV;79267;Produto X;172;BU017A;Fábrica Sudeste;Rapidex;6,77;1164,44;TERCEIROS;;
43879;FEV;59587;Produto S;151;BU034;Fábrica Sudeste;Rapidex;5,09;768,59;CREMES;;
43879;FEV;29670;Produto D;343;T301T;Fábrica Sudeste;Rapidex;21,07;7227,01;GIFT;;
43879;FEV;65472;Produto U;335;U020;Fábrica Sudeste;Del Monte;2,69;901,15;TERCEIROS;;
43880;FEV;79267;Produto X;398;T343;Fábrica Sudeste;Flash;10,33;4111,34;GIFT;;
43880;FEV;44452;Produto V;487;BU023;Fábrica Sudeste;Novo Horizonte;12,49;6082,63;HIDRO;;
43880;FEV;70118;Produto T;299;T353;Fábrica Sudeste;Novo Horizonte;2,45;732,55;GIFT;;
43880;FEV;30581;Produto M;85;T285TL;Fábrica Sudeste;Novo Horizonte;1,79;152,15;TERCEIROS;;
43880;FEV;39682;Produto K;437;U028;Fábrica Nordeste;Flash;2,95;1289,15;TERCEIROS;;
43880;FEV;77891;Produto R;430;S040OTO;Fábrica Nordeste;Flash;0,87;374,1;MAKE;;
43880;FEV;65472;Produto U;398;LU031;Fábrica Sudeste;Del Monte;2,73;1086,54;HIDRO;;
43880;FEV;39682;Produto K;35;U010;Fábrica Nordeste;Vai e Vêm;3,66;128,1;TERCEIROS;;
43880;FEV;58880;Produto L;279;T354;Fábrica Sudeste;Vai e Vêm;3,63;1012,77;MAKE;;
43880;FEV;38309;Produto W;374;T353;Fábrica Nordeste;Vai e Vêm;6,07;2270,18;HIDRO;;
43881;FEV;48128;Produto F;166;t336at;Fábrica Nordeste;Novo Horizonte;5,92;982,72;HIDRO;;
43881;FEV;59587;Produto S;369;BT340;Fábrica Sudeste;Gavião;8,63;3184,47;CREMES;;
43881;FEV;39682;Produto K;403;T360T;Fábrica Nordeste;Flash;5,13;2067,39;TERCEIROS;;
43881;FEV;38309;Produto W;473;T352TA;Fábrica Sudeste;Novo Horizonte;4,45;2104,85;CREMES;;
43881;FEV;37166;Produto N;297;U020TA;Fábrica Sudeste;Rapidex;4,1;1217,7;GIFT;;
43881;FEV;30581;Produto M;83;T268TO;Fábrica Nordeste;Rapidex;5,87;487,21;MAKE;;
43881;FEV;48128;Produto F;404;U027;Fábrica Nordeste;Vai e Vêm;1,8;727,2;HIDRO;;
43876;FEV;48128;Produto F;280;BA23R;Fábrica Nordeste;Flash;4,93;1380,4;CREMES;;
43876;FEV;71594;Produto C;452;T322;Fábrica Sudeste;Del Monte;3,01;1360,52;HIDRO;;
43876;FEV;49060;Produto A;96;LU024;Fábrica Sudeste;Gavião;1,81;173,76;HIDRO;;
43876;FEV;79267;Produto X;388;T343;Fábrica Sudeste;Del Monte;2,9;1125,2;MAKE;;
43878;FEV;71644;Produto J;178;BT291;Fábrica Nordeste;Gavião;2,71;482,38;CREMES;;
43878;FEV;58880;Produto L;38;U013;Fábrica Sudeste;Novo Horizonte;5,98;227,24;HIDRO;;
43878;FEV;39682;Produto K;4;U014BT;Fábrica Nordeste;Rapidex;6,18;24,72;HIDRO;;
43878;FEV;41763;Produto I;228;T362;Fábrica Sudeste;Novo Horizonte;10,07;2295,96;TERCEIROS;;
43878;FEV;58880;Produto L;4;BU016;Fábrica Nordeste;Novo Horizonte;9,47;37,88;MAKE;;
43878;FEV;39682;Produto K;96;T338;Fábrica Sudeste;Novo Horizonte;5;480;HIDRO;;
43878;FEV;77891;Produto R;72;BU013;Fábrica Nordeste;Novo Horizonte;10,27;739,44;CREMES;;
43878;FEV;44847;Produto P;464;T346ATL;Fábrica Sudeste;Flash;6,01;2788,64;MAKE;;
43878;FEV;58880;Produto L;106;T346ATL;Fábrica Nordeste;Rapidex;24,66;2613,96;TERCEIROS;;
43878;FEV;77891;Produto R;412;U030;Fábrica Nordeste;Flash;3,13;1289,56;HIDRO;;
43878;FEV;65472;Produto U;184;T255;Fábrica Nordeste;Del Monte;4,97;914,48;CREMES;;
43878;FEV;44847;Produto P;82;BT346B;Fábrica Nordeste;Flash;3,75;307,5;TERCEIROS;;
43878;FEV;39682;Produto K;116;T301T;Fábrica Sudeste;Flash;23,96;2779,36;HIDRO;;
43878;FEV;37166;Produto N;196;T304;Fábrica Nordeste;Flash;5,94;1164,24;MAKE;;
43878;FEV;77891;Produto R;3;U025TO;Fábrica Sudeste;Rapidex;3,55;10,65;CREMES;;
43878;FEV;73791;Produto B;128;T347;Fábrica Sudeste;Flash;1,81;231,68;GIFT;;
43878;FEV;46609;Produto Q;449;T306;Fábrica Sudeste;Rapidex;3,15;1414,35;MAKE;;
43878;FEV;70118;Produto T;15;U010;Fábrica Sudeste;Vai e Vêm;2,23;33,45;TERCEIROS;;
43878;FEV;48128;Produto F;350;T336;Fábrica Sudeste;Del Monte;13,1;4585;MAKE;;
43878;FEV;46609;Produto Q;26;U020;Fábrica Sudeste;Gavião;8,88;230,88;GIFT;;
43878;FEV;41460;Produto E;479;S172TJ;Fábrica Nordeste;Rapidex;6,9;3305,1;HIDRO;;
43878;FEV;70428;Produto O;284;U013;Fábrica Nordeste;Rapidex;1,96;556,64;TERCEIROS;;
43878;FEV;73791;Produto B;421;U007;Fábrica Sudeste;Del Monte;3,86;1625,06;MAKE;;
43878;FEV;49060;Produto A;251;T355;Fábrica Nordeste;Gavião;10,68;2680,68;GIFT;;
43879;FEV;36379;Produto G;213;LF20170021;Fábrica Nordeste;Vai e Vêm;1,24;264,12;HIDRO;;
43879;FEV;30581;Produto M;265;BU036;Fábrica Sudeste;Novo Horizonte;5,4;1431;HIDRO;;
43879;FEV;70118;Produto T;477;BU015;Fábrica Sudeste;Rapidex;7,62;3634,74;CREMES;;
43879;FEV;29670;Produto D;309;T346;Fábrica Nordeste;Gavião;8,77;2709,93;GIFT;;
43879;FEV;70118;Produto T;328;BU012;Fábrica Nordeste;Vai e Vêm;19,58;6422,24;GIFT;;
43879;FEV;59587;Produto S;331;BU031;Fábrica Sudeste;Flash;7,47;2472,57;MAKE;;
43879;FEV;37166;Produto N;80;U025TO;Fábrica Nordeste;Vai e Vêm;3,55;284;MAKE;;
43879;FEV;59587;Produto S;132;T343A;Fábrica Nordeste;Del Monte;10,33;1363,56;TERCEIROS;;
43880;FEV;41460;Produto E;244;bu037;Fábrica Nordeste;Flash;12,43;3032,92;MAKE;;
43880;FEV;77891;Produto R;432;bu037;Fábrica Sudeste;Del Monte;12,43;5369,76;HIDRO;;
43880;FEV;73791;Produto B;178;t317tl;Fábrica Sudeste;Flash;5,93;1055,54;GIFT;;
43880;FEV;30581;Produto M;149;bt292;Fábrica Sudeste;Gavião;16,54;2464,46;CREMES;;
43880;FEV;70118;Produto T;95;BU042;Fábrica Nordeste;Flash;5,3;503,5;CREMES;;
43880;FEV;71594;Produto C;306;BU021;Fábrica Nordeste;Novo Horizonte;6,74;2062,44;CREMES;;
43880;FEV;36379;Produto G;305;u027;Fábrica Nordeste;Flash;4,92;1500,6;GIFT;;
43880;FEV;41460;Produto E;288;T347;Fábrica Sudeste;Rapidex;10,31;2969,28;GIFT;;
43880;FEV;30581;Produto M;309;u034;Fábrica Nordeste;Vai e Vêm;5,39;1665,51;TERCEIROS;;
43880;FEV;79267;Produto X;446;T351;Fábrica Sudeste;Del Monte;5,41;2412,86;CREMES;;
43880;FEV;30581;Produto M;337;BU044;Fábrica Sudeste;Del Monte;10,59;3568,83;CREMES;;
43880;FEV;58880;Produto L;463;T309TL;Fábrica Sudeste;Gavião;2,87;1328,81;CREMES;;
43880;FEV;58880;Produto L;479;BU011;Fábrica Sudeste;Gavião;14,15;6777,85;CREMES;;
43880;FEV;49060;Produto A;180;BU020;Fábrica Sudeste;Del Monte;7,12;1281,6;TERCEIROS;;
43880;FEV;44847;Produto P;238;BU031;Fábrica Nordeste;Novo Horizonte;7,16;1704,08;CREMES;;
43880;FEV;34344;Produto Y;267;T322;Fábrica Sudeste;Flash;10,43;2784,81;HIDRO;;
43880;FEV;77891;Produto R;347;BU017A;Fábrica Sudeste;Gavião;6,77;2349,19;HIDRO;;
43880;FEV;37166;Produto N;175;T319;Fábrica Nordeste;Rapidex;2,8;490;MAKE;;
43882;FEV;38309;Produto W;397;BA23R;Fábrica Nordeste;Rapidex;1,75;694,75;MAKE;;
43882;FEV;46609;Produto Q;454;BU009;Fábrica Nordeste;Vai e Vêm;13,36;6065,44;MAKE;;
43882;FEV;37166;Produto N;142;t362;Fábrica Sudeste;Vai e Vêm;10,07;1429,94;CREMES;;
43882;FEV;79267;Produto X;380;BU028;Fábrica Nordeste;Del Monte;10,59;4024,2;MAKE;;
43882;FEV;44452;Produto V;35;bt310;Fábrica Sudeste;Novo Horizonte;12,73;445,55;GIFT;;
43882;FEV;48128;Produto F;326;BT288;Fábrica Nordeste;Vai e Vêm;2,79;909,54;CREMES;;
43882;FEV;79267;Produto X;82;T331ATA;Fábrica Nordeste;Gavião;7,74;634,68;MAKE;;
43882;FEV;34905;Produto H;440;T283TA;Fábrica Nordeste;Flash;5,21;2292,4;TERCEIROS;;
43882;FEV;44452;Produto V;216;U007TA;Fábrica Sudeste;Flash;5,09;1099,44;GIFT;;
43882;FEV;71644;Produto J;22;BU035A;Fábrica Nordeste;Gavião;13,52;297,44;GIFT;;
43882;FEV;29670;Produto D;374;BU036;Fábrica Sudeste;Del Monte;5,4;2019,6;CREMES;;
43882;FEV;29670;Produto D;431;T332TL;Fábrica Nordeste;Del Monte;4,06;1749,86;TERCEIROS;;
43882;FEV;37166;Produto N;271;T331;Fábrica Sudeste;Gavião;14,05;3807,55;TERCEIROS;;
43882;FEV;77891;Produto R;33;T344;Fábrica Sudeste;Del Monte;3,63;119,79;MAKE;;
43882;FEV;49060;Produto A;252;U035;Fábrica Nordeste;Flash;4,21;1060,92;HIDRO;;
43882;FEV;34344;Produto Y;375;T360;Fábrica Sudeste;Gavião;3,64;1365;CREMES;;
43882;FEV;77891;Produto R;305;U020;Fábrica Nordeste;Novo Horizonte;9,22;2812,1;CREMES;;
43882;FEV;38309;Produto W;341;U002;Fábrica Sudeste;Flash;9,54;3253,14;MAKE;;
43882;FEV;73791;Produto B;374;t197;Fábrica Sudeste;Gavião;5,43;2030,82;MAKE;;
43882;FEV;34344;Produto Y;355;T345;Fábrica Nordeste;Flash;5,39;1913,45;TERCEIROS;;
43882;FEV;30581;Produto M;69;U015;Fábrica Sudeste;Rapidex;2,38;164,22;MAKE;;
43882;FEV;59587;Produto S;230;T310TD;Fábrica Sudeste;Flash;9,5;2185;HIDRO;;
43882;FEV;59587;Produto S;96;T332;Fábrica Nordeste;Novo Horizonte;5,78;554,88;CREMES;;
43882;FEV;71644;Produto J;241;T361;Fábrica Sudeste;Del Monte;6,94;1672,54;CREMES;;
43883;FEV;59587;Produto S;119;T322;Fábrica Nordeste;Vai e Vêm;10,43;1241,17;HIDRO;;
43883;FEV;39682;Produto K;475;BU016;Fábrica Sudeste;Del Monte;12,18;5785,5;GIFT;;
43883;FEV;48128;Produto F;94;BU017A;Fábrica Sudeste;Vai e Vêm;6,77;636,38;HIDRO;;
43883;FEV;65472;Produto U;280;T315;Fábrica Sudeste;Vai e Vêm;11,91;3334,8;GIFT;;
43883;FEV;41460;Produto E;135;T239;Fábrica Nordeste;Vai e Vêm;6,54;882,9;TERCEIROS;;
43883;FEV;79267;Produto X;61;BT273;Fábrica Sudeste;Novo Horizonte;3,19;194,59;GIFT;;
43883;FEV;48128;Produto F;201;U008;Fábrica Sudeste;Flash;6,62;1330,62;TERCEIROS;;
43883;FEV;79267;Produto X;183;BU044;Fábrica Nordeste;Flash;4,19;766,77;TERCEIROS;;
43883;FEV;34905;Produto H;44;U014BT;Fábrica Sudeste;Del Monte;0,92;40,48;MAKE;;
43883;FEV;41460;Produto E;226;U011;Fábrica Nordeste;Gavião;5,75;1299,5;TERCEIROS;;
43881;FEV;46609;Produto Q;53;T339AT;Fábrica Sudeste;Gavião;5,38;285,14;HIDRO;;
43881;FEV;41460;Produto E;447;T347AT;Fábrica Sudeste;Del Monte;4,18;1868,46;CREMES;;
43881;FEV;71594;Produto C;313;BU036;Fábrica Nordeste;Vai e Vêm;5,4;1690,2;GIFT;;
43881;FEV;71594;Produto C;249;T346BT;Fábrica Nordeste;Novo Horizonte;6,35;1581,15;HIDRO;;
43881;FEV;41763;Produto I;311;BT340;Fábrica Nordeste;Del Monte;8,63;2683,93;HIDRO;;
43881;FEV;44452;Produto V;150;U016;Fábrica Sudeste;Rapidex;7,7;1155;CREMES;;
43881;FEV;29670;Produto D;158;U013;Fábrica Nordeste;Del Monte;5,98;944,84;CREMES;;
43881;FEV;41460;Produto E;375;BU038;Fábrica Sudeste;Del Monte;3,59;1346,25;HIDRO;;
43881;FEV;59587;Produto S;453;BU018;Fábrica Sudeste;Rapidex;3,97;1798,41;TERCEIROS;;
43881;FEV;38309;Produto W;437;BT339;Fábrica Nordeste;Gavião;8,54;3731,98;TERCEIROS;;
43881;FEV;29670;Produto D;420;U038;Fábrica Sudeste;Vai e Vêm;26,12;10970,4;MAKE;;
43881;FEV;71594;Produto C;223;U031;Fábrica Nordeste;Novo Horizonte;10,46;2332,58;CREMES;;
43881;FEV;41763;Produto I;9;BT305A;Fábrica Nordeste;Gavião;14,12;127,08;HIDRO;;
43881;FEV;58880;Produto L;210;U034AT;Fábrica Sudeste;Vai e Vêm;5,65;1186,5;GIFT;;
43881;FEV;71644;Produto J;137;BU011;Fábrica Sudeste;Flash;19,58;2682,46;MAKE;;
43881;FEV;59587;Produto S;304;U038;Fábrica Nordeste;Gavião;14,62;4444,48;HIDRO;;
43881;FEV;34344;Produto Y;256;BU015;Fábrica Nordeste;Novo Horizonte;9,81;2511,36;GIFT;;
43881;FEV;58880;Produto L;14;BU014;Fábrica Sudeste;Flash;1,68;23,52;HIDRO;;
43881;FEV;37166;Produto N;90;T194P;Fábrica Sudeste;Novo Horizonte;1,57;141,3;GIFT;;
43881;FEV;41763;Produto I;443;U023;Fábrica Nordeste;Vai e Vêm;9;3987;HIDRO;;
43881;FEV;71644;Produto J;454;BU037;Fábrica Nordeste;Flash;2,59;1175,86;TERCEIROS;;
43881;FEV;48128;Produto F;443;U028TO;Fábrica Sudeste;Flash;4,05;1794,15;GIFT;;
43881;FEV;34905;Produto H;334;U006TO;Fábrica Nordeste;Del Monte;4,08;1362,72;HIDRO;;
43881;FEV;44452;Produto V;323;U021;Fábrica Sudeste;Vai e Vêm;9,22;2978,06;GIFT;;
43881;FEV;30581;Produto M;411;T247TR;Fábrica Sudeste;Vai e Vêm;2,42;994,62;CREMES;;
43881;FEV;44452;Produto V;274;T106TR;Fábrica Sudeste;Gavião;3,87;1060,38;TERCEIROS;;
43881;FEV;37166;Produto N;279;T311TA;Fábrica Nordeste;Del Monte;7,99;2229,21;CREMES;;
43881;FEV;58880;Produto L;49;U009BTA;Fábrica Sudeste;Rapidex;4,87;238,63;TERCEIROS;;
43881;FEV;29670;Produto D;436;T360BT;Fábrica Nordeste;Gavião;5,13;2236,68;HIDRO;;
43881;FEV;44452;Produto V;350;T316TA;Fábrica Nordeste;Flash;4,01;1403,5;CREMES;;
43881;FEV;29670;Produto D;259;T362;Fábrica Nordeste;Vai e Vêm;15,04;3895,36;TERCEIROS;;
43882;FEV;44847;Produto P;420;T289TL;Fábrica Sudeste;Gavião;2,84;1192,8;TERCEIROS;;
43882;FEV;73791;Produto B;433;T317TL;Fábrica Sudeste;Flash;5,93;2567,69;MAKE;;
43882;FEV;71594;Produto C;446;BU035;Fábrica Nordeste;Gavião;6,77;3019,42;MAKE;;
43882;FEV;71644;Produto J;221;U040AT;Fábrica Sudeste;Vai e Vêm;4,6;1016,6;CREMES;;
43882;FEV;37166;Produto N;471;BT345;Fábrica Nordeste;Rapidex;2,69;1266,99;TERCEIROS;;
43882;FEV;29670;Produto D;241;BU035;Fábrica Nordeste;Novo Horizonte;4,05;976,05;HIDRO;;
43882;FEV;41763;Produto I;126;U027AT;Fábrica Nordeste;Gavião;4,33;545,58;GIFT;;
43882;FEV;49060;Produto A;282;BU037;Fábrica Sudeste;Flash;13,33;3759,06;HIDRO;;
43882;FEV;36379;Produto G;465;T307TL;Fábrica Nordeste;Rapidex;2,84;1320,6;TERCEIROS;;
43882;FEV;39682;Produto K;452;BT348;Fábrica Nordeste;Del Monte;13,78;6228,56;GIFT;;
43882;FEV;48128;Produto F;352;T346;Fábrica Sudeste;Novo Horizonte;8,77;3087,04;MAKE;;
43882;FEV;44452;Produto V;100;BU017;Fábrica Nordeste;Gavião;8,41;841;TERCEIROS;;
43882;FEV;41763;Produto I;74;U031;Fábrica Sudeste;Novo Horizonte;10,46;774,04;HIDRO;;
43882;FEV;58880;Produto L;356;T346AT;Fábrica Sudeste;Gavião;5,59;1990,04;GIFT;;
43882;FEV;37166;Produto N;221;T077T;Fábrica Sudeste;Rapidex;18,85;4165,85;GIFT;;
43882;FEV;41763;Produto I;169;T339;Fábrica Nordeste;Gavião;5,42;915,98;GIFT;;
43882;FEV;71644;Produto J;119;U046;Fábrica Sudeste;Rapidex;8,25;981,75;GIFT;;
43882;FEV;59587;Produto S;147;T337;Fábrica Sudeste;Flash;1,87;274,89;GIFT;;
43882;FEV;44452;Produto V;391;T114;Fábrica Sudeste;Gavião;1,81;707,71;GIFT;;
43882;FEV;30581;Produto M;315;T340TC;Fábrica Nordeste;Novo Horizonte;4,73;1489,95;HIDRO;;
43887;FEV;36379;Produto G;24;U015;Fábrica Sudeste;Novo Horizonte;0,92;22,08;TERCEIROS;;
43887;FEV;71594;Produto C;188;BT336;Fábrica Sudeste;Gavião;1,79;336,52;TERCEIROS;;
43887;FEV;58880;Produto L;219;T171TL;Fábrica Nordeste;Novo Horizonte;4,37;957,03;GIFT;;
43887;FEV;29670;Produto D;478;BU006;Fábrica Sudeste;Vai e Vêm;4,49;2146,22;MAKE;;
43887;FEV;38309;Produto W;459;BU029;Fábrica Sudeste;Flash;4,65;2134,35;MAKE;;
43887;FEV;48128;Produto F;485;T352TA;Fábrica Nordeste;Flash;4,45;2158,25;CREMES;;
43887;FEV;39682;Produto K;173;U009;Fábrica Nordeste;Flash;5,75;994,75;TERCEIROS;;
43887;FEV;30581;Produto M;405;U007TA;Fábrica Nordeste;Del Monte;7,99;3235,95;GIFT;;
43883;FEV;65472;Produto U;391;TE23W;Fábrica Nordeste;Novo Horizonte;61,06;23874,46;TERCEIROS;;
43883;FEV;46609;Produto Q;168;BU016;Fábrica Sudeste;Rapidex;12,18;2046,24;GIFT;;
43883;FEV;37166;Produto N;437;BU016;Fábrica Sudeste;Flash;12,18;5322,66;MAKE;;
43883;FEV;71594;Produto C;301;T327;Fábrica Nordeste;Rapidex;10,5;3160,5;GIFT;;
43883;FEV;70428;Produto O;43;U042;Fábrica Sudeste;Flash;8,27;355,61;MAKE;;
43883;FEV;73791;Produto B;98;BU004;Fábrica Nordeste;Gavião;9,9;970,2;HIDRO;;
43883;FEV;70118;Produto T;311;U038;Fábrica Sudeste;Gavião;15,32;4764,52;MAKE;;
43883;FEV;41763;Produto I;361;U020;Fábrica Sudeste;Gavião;9,02;3256,22;MAKE;;
43883;FEV;46609;Produto Q;318;BA23R;Fábrica Sudeste;Vai e Vêm;7,16;2276,88;TERCEIROS;;
43883;FEV;46609;Produto Q;318;BU044;Fábrica Sudeste;Novo Horizonte;4,19;1332,42;GIFT;;
43883;FEV;29670;Produto D;242;U013;Fábrica Sudeste;Del Monte;5,98;1447,16;CREMES;;
43883;FEV;46609;Produto Q;210;T177T;Fábrica Sudeste;Novo Horizonte;3,41;716,1;CREMES;;
43883;FEV;41763;Produto I;448;U017;Fábrica Nordeste;Flash;6,62;2965,76;CREMES;;
43883;FEV;77891;Produto R;460;U014;Fábrica Sudeste;Flash;7,86;3615,6;HIDRO;;
43883;FEV;34344;Produto Y;205;BT046;Fábrica Sudeste;Vai e Vêm;1,73;354,65;HIDRO;;
43883;FEV;37166;Produto N;63;T332;Fábrica Sudeste;Rapidex;10,32;650,16;CREMES;;
43883;FEV;58880;Produto L;177;HX2019-39;Fábrica Nordeste;Del Monte;3,48;615,96;HIDRO;;
43883;FEV;41763;Produto I;12;T333TA;Fábrica Sudeste;Novo Horizonte;5,13;61,56;CREMES;;
43883;FEV;29670;Produto D;229;U045;Fábrica Nordeste;Gavião;8,83;2022,07;HIDRO;;
43883;FEV;58880;Produto L;168;T334;Fábrica Nordeste;Gavião;14,05;2360,4;CREMES;;
43883;FEV;41460;Produto E;230;LU006;Fábrica Sudeste;Rapidex;6,06;1393,8;CREMES;;
43883;FEV;70118;Produto T;175;T352;Fábrica Nordeste;Vai e Vêm;6,07;1062,25;HIDRO;;
43887;FEV;65472;Produto U;169;BU035;Fábrica Sudeste;Gavião;6,77;1144,13;TERCEIROS;;
43887;FEV;37166;Produto N;194;U035AT;Fábrica Sudeste;Vai e Vêm;4,8;931,2;CREMES;;
43887;FEV;59587;Produto S;383;BU015;Fábrica Sudeste;Del Monte;7,62;2918,46;MAKE;;
43887;FEV;65472;Produto U;364;BU017;Fábrica Sudeste;Vai e Vêm;12,18;4433,52;TERCEIROS;;
43887;FEV;41460;Produto E;89;T362;Fábrica Sudeste;Del Monte;14,56;1295,84;GIFT;;
43887;FEV;59587;Produto S;355;T360;Fábrica Sudeste;Del Monte;3,64;1292,2;GIFT;;
43887;FEV;29670;Produto D;417;BU030;Fábrica Nordeste;Flash;4,65;1939,05;GIFT;;
43887;FEV;41763;Produto I;400;U020;Fábrica Nordeste;Gavião;9,61;3844;TERCEIROS;;
43887;FEV;49060;Produto A;212;T346;Fábrica Sudeste;Rapidex;6,37;1350,44;CREMES;;
43888;FEV;70428;Produto O;407;BT296;Fábrica Sudeste;Del Monte;2,52;1025,64;MAKE;;
43888;FEV;59587;Produto S;414;U007TA;Fábrica Nordeste;Del Monte;5,09;2107,26;GIFT;;
43888;FEV;79267;Produto X;16;T333TA;Fábrica Sudeste;Rapidex;5,13;82,08;GIFT;;
43888;FEV;38309;Produto W;321;t333;Fábrica Nordeste;Novo Horizonte;8,31;2667,51;HIDRO;;
43888;FEV;36379;Produto G;179;U013TA;Fábrica Nordeste;Gavião;1,71;306,09;GIFT;;
43888;FEV;30581;Produto M;111;T311TA;Fábrica Sudeste;Novo Horizonte;7,99;886,89;TERCEIROS;;
43888;FEV;44452;Produto V;232;T205;Fábrica Nordeste;Rapidex;3,66;849,12;TERCEIROS;;
43888;FEV;37166;Produto N;160;BT262A;Fábrica Nordeste;Flash;2;320;HIDRO;;
43888;FEV;41460;Produto E;297;BU014;Fábrica Sudeste;Flash;1,68;498,96;CREMES;;
43888;FEV;41460;Produto E;265;u021;Fábrica Sudeste;Del Monte;0,92;243,8;CREMES;;
43888;FEV;71644;Produto J;25;U045;Fábrica Sudeste;Gavião;2,15;53,75;HIDRO;;
43888;FEV;46609;Produto Q;432;U021TO;Fábrica Sudeste;Rapidex;2,39;1032,48;CREMES;;
43888;FEV;46609;Produto Q;335;T352TO;Fábrica Sudeste;Del Monte;4,05;1356,75;TERCEIROS;;
43888;FEV;44847;Produto P;230;BT360;Fábrica Sudeste;Gavião;14,25;3277,5;HIDRO;;
43888;FEV;71644;Produto J;91;T289TL;Fábrica Sudeste;Novo Horizonte;2,84;258,44;CREMES;;
43888;FEV;37166;Produto N;85;bu010;Fábrica Sudeste;Vai e Vêm;12,43;1056,55;TERCEIROS;;
43888;FEV;41763;Produto I;30;u006at;Fábrica Sudeste;Gavião;5,25;157,5;MAKE;;
43888;FEV;70428;Produto O;333;u008tl;Fábrica Sudeste;Novo Horizonte;4,86;1618,38;MAKE;;
43888;FEV;70118;Produto T;234;u008tl;Fábrica Nordeste;Flash;4,86;1137,24;CREMES;;
43888;FEV;49060;Produto A;142;bu008;Fábrica Sudeste;Rapidex;4,19;594,98;TERCEIROS;;
43888;FEV;49060;Produto A;299;BT262A;Fábrica Nordeste;Del Monte;2;598;HIDRO;;
43888;FEV;37166;Produto N;322;T337;Fábrica Sudeste;Gavião;1,87;602,14;TERCEIROS;;
43888;FEV;36379;Produto G;405;U012;Fábrica Nordeste;Gavião;7,92;3207,6;TERCEIROS;;
43888;FEV;71594;Produto C;174;U035;Fábrica Sudeste;Gavião;6,07;1056,18;MAKE;;
43888;FEV;37166;Produto N;310;T357;Fábrica Nordeste;Del Monte;7,75;2402,5;TERCEIROS;;
43888;FEV;79267;Produto X;28;U037A;Fábrica Sudeste;Rapidex;1,92;53,76;TERCEIROS;;
43888;FEV;36379;Produto G;98;U029P;Fábrica Sudeste;Rapidex;2,84;278,32;MAKE;;
43888;FEV;70428;Produto O;245;T344;Fábrica Nordeste;Rapidex;3,63;889,35;GIFT;;
43888;FEV;59587;Produto S;211;T310TD;Fábrica Sudeste;Novo Horizonte;9,5;2004,5;HIDRO;;
43888;FEV;44452;Produto V;61;BU027;Fábrica Nordeste;Del Monte;5,3;323,3;MAKE;;
43889;FEV;70118;Produto T;81;T185B;Fábrica Nordeste;Novo Horizonte;14,96;1211,76;TERCEIROS;;
43889;FEV;39682;Produto K;236;T347ATL;Fábrica Sudeste;Flash;20,3;4790,8;TERCEIROS;;
43889;FEV;37166;Produto N;105;BT287;Fábrica Sudeste;Flash;1,7;178,5;HIDRO;;
43889;FEV;73791;Produto B;157;T346;Fábrica Sudeste;Novo Horizonte;6,37;1000,09;HIDRO;;
43889;FEV;41460;Produto E;421;BU015;Fábrica Nordeste;Vai e Vêm;9,81;4130,01;TERCEIROS;;
43889;FEV;59587;Produto S;436;BU021;Fábrica Sudeste;Gavião;6,74;2938,64;HIDRO;;
43889;FEV;37166;Produto N;451;BU024;Fábrica Nordeste;Novo Horizonte;15,4;6945,4;CREMES;;
43889;FEV;70428;Produto O;9;BU020;Fábrica Nordeste;Flash;8,57;77,13;HIDRO;;
